0	display_mode	1
1	hud_scale_percent	1
2	menu_scale_percent	1
3	hd_replacements	1
4	extended_aspect	0
5	pixel_aspect	0
6	window_mode	0
7	window_scale	0
8	new_renderer	0
9	ignore_aspect_ratio	0
10	refresh_mode	0
11	frame_limit_fps	0
12	sim3d_mode	0
13	sim3d_world_navigation	0
14	sim3d_world_navigation_lighting	0
15	sim3d_world_navigation_clouds	0
16	sim3d_separated_composite	0
17	sim3d_ground_projection	0
18	sim3d_object_billboards	0
19	sim3d_virtual_height	0
20	sim3d_shadows	0
21	sim3d_soft_shadows	0
22	sim3d_rim_light	0
23	sim3d_effect_lighting	0
24	sim3d_particles	0
25	sim3d_world_underlay	0
26	sim3d_cloud_shroud	0
27	sim3d_cull_haze	0
28	sim3d_camera_mode	0
29	sim3d_dyncam_baseline_tilt_x_mrad	0
30	sim3d_dyncam_baseline_tilt_y_mrad	0
31	sim3d_dyncam_baseline_distance_x100	0
32	sim3d_cull_lift_inset	0
33	sim3d_backdrop	0
34	sim3d_picker_exit_ease	0
35	sim3d_diagnostic_layers	0
36	sim3d_tilt_y_mrad	0
37	sim3d_tilt_x_mrad	0
38	sim3d_distance_x100	0
39	sim3d_height_scale_x100	0
40	sim3d_shadow_opacity_pct	0
41	sim3d_light_azimuth_deg	0
42	sim3d_light_elevation_deg	0
43	sim3d_shadow_softness_pct	0
44	sim3d_rim_strength_pct	0
45	sim3d_underlay_haze_pct	0
46	sim3d_cloud_opacity_pct	0
47	sim3d_cloud_falloff_px	0
48	sim3d_cloud_inset_px	0
49	sim3d_cull_lead_px	0
50	sim3d_cull_haze_pct	0
51	sim3d_cull_dim_pct	0
52	sim3d_cull_haze_lead_px	0
53	sim3d_cull_corner_px	0
54	sim3d_underlay_defocus_pct	0
55	sim3d_cloud_altitude_px	0
56	sim3d_cloud_drift_pct	0
57	sim3d_backdrop_strength_pct	0
58	sim3d_backdrop_horizon_pct	0
59	sim3d_reactive_strength	0
60	sim3d_height_pop_pct	0
61	sim3d_reset_camera	1
62	diorama_mode	1
63	diorama_camera_mode	1
64	diorama_dyncam_baseline_tilt_y_mrad	1
65	diorama_dyncam_baseline_tilt_x_mrad	1
66	diorama_dyncam_baseline_distance_x100	1
67	diorama_reactive_strength	1
68	diorama_skybox	1
69	diorama_margin_fix	1
70	diorama_shoebox	1
71	diorama_tilt_y_mrad	1
72	diorama_tilt_x_mrad	1
73	diorama_distance_x100	1
74	diorama_vertical_extend	1
75	diorama_depth_shade	1
76	diorama_layer_backdrop	1
77	diorama_layer_bg2	1
78	diorama_layer_bg1	1
79	diorama_layer_obj	1
80	diorama_layer_bg3	1
81	diorama_hud_flat	1
82	diorama_reset	1
83	uncapped_framerate	1
84	action_effect_lighting	1
85	action_effect_particles	1
86	gpu_shaders_enabled	1
87	gpu_fx_rim	1
88	gpu_fx_dof	1
89	gpu_fx_edgeaa	1
90	gpu_fx_shadow	1
91	gpu_interp_enabled	1
92	crt_enabled	1
93	crt_curvature_x100	1
94	crt_scanline_x100	1
95	crt_mask_x100	1
96	crt_aberration_x100	1
97	crt_bandwidth_x100	1
98	crt_vignette_x100	1
99	crt_brightness_x100	1
100	audio_enabled	0
101	audio_frequency	0
102	audio_samples	0
103	audio_master_volume	1
104	audio_dialog_blip	1
105	music_replacements	1
106	input_device	1
107	input_gamepad_slot	1
108	input_bind_page	1
109	input_stick_as_dpad	1
110	input_stick_deadzone	1
111	input_cam_sensitivity	1
112	input_cam_deadzone	1
113	input_cam_invert_y	1
114	bind_key_up	1
115	bind_pad_up	1
116	bind_key_down	1
117	bind_pad_down	1
118	bind_key_left	1
119	bind_pad_left	1
120	bind_key_right	1
121	bind_pad_right	1
122	bind_key_b	1
123	bind_pad_b	1
124	bind_key_a	1
125	bind_pad_a	1
126	bind_key_y	1
127	bind_pad_y	1
128	bind_key_x	1
129	bind_pad_x	1
130	bind_key_l	1
131	bind_pad_l	1
132	bind_key_r	1
133	bind_pad_r	1
134	bind_key_start	1
135	bind_pad_start	1
136	bind_key_select	1
137	bind_pad_select	1
138	bind_key_cam_yaw_left	1
139	bind_pad_cam_yaw_left	1
140	bind_key_cam_yaw_right	1
141	bind_pad_cam_yaw_right	1
142	bind_key_cam_pitch_up	1
143	bind_pad_cam_pitch_up	1
144	bind_key_cam_pitch_down	1
145	bind_pad_cam_pitch_down	1
146	bind_key_cam_zoom_in	1
147	bind_pad_cam_zoom_in	1
148	bind_key_cam_zoom_out	1
149	bind_pad_cam_zoom_out	1
150	bind_pad_cam_reset	1
151	bind_pad_menu	1
152	bind_pad_pause	1
153	bind_pad_turbo	1
154	bind_pad_savestate	1
155	bind_pad_loadstate	1
156	bind_key_magic_cycle	1
157	bind_pad_magic_cycle	1
158	show_debug_settings	1
159	fix_bridge_limit	1
160	turbo_multiplier	1
161	warp_target	1
162	rando_enable	1
163	rando_seed	1
164	rando_reroll	1
165	rando_enemy_hp	1
166	rando_enemy_atk	1
167	rando_enemy_types	1
168	rando_enemy_scope	1
169	rando_statue_drops	1
170	rando_statue_spots	1
171	rando_lair_spots	1
172	rando_lair_types	1
173	scene_inspector	1
174	dump_scene_assets	1
175	manual_open	1
176	manual_spreads	1
177	toggle_pause	1
178	toggle_turbo	1
179	save_state	1
180	load_state	1
181	warp_now	1
182	take_snapshot	1
183	restart_game	1
184	exit_desktop	1
185	save_backend	1
186	save_edit_armed	1
187	save_autobackup	1
188	save_editor_page	1
189	save_prog_fillmore	1
190	save_prog_bloodpool	1
191	save_prog_kasandora	1
192	save_prog_aitos	1
193	save_prog_marahna	1
194	save_prog_northwall	1
195	save_death_heim_state	1
196	save_professional_mode	1
197	save_player_name	1
198	save_master_level	1
199	save_master_hp	1
200	save_master_mp	1
201	save_lives	1
202	save_angel_sp_current	1
203	save_angel_sp_max	1
204	save_angel_hp_current	1
205	save_angel_hp_max	1
206	save_message_speed	1
207	save_equipped_magic	1
208	save_magic_slot_1	1
209	save_magic_slot_2	1
210	save_magic_slot_3	1
211	save_magic_slot_4	1
212	save_item_slot_1	1
213	save_item_slot_2	1
214	save_item_slot_3	1
215	save_item_slot_4	1
216	save_item_slot_5	1
217	save_item_slot_6	1
218	save_item_slot_7	1
219	save_item_slot_8	1
220	save_score_fillmore_1	1
221	save_score_fillmore_2	1
222	save_score_bloodpool_1	1
223	save_score_bloodpool_2	1
224	save_score_kasandora_1	1
225	save_score_kasandora_2	1
226	save_score_aitos_1	1
227	save_score_aitos_2	1
228	save_score_marahna_1	1
229	save_score_marahna_2	1
230	save_score_northwall_1	1
231	save_score_northwall_2	1
232	save_apply_session	1
233	save_apply_persist	1
234	save_import	1
235	save_export_srm	1
236	save_export_ini	1
237	cheat_all_magic	1
238	cheat_ranged_sword	1
239	cheat_inf_mp	1
240	cheat_inf_sp	1
241	cheat_angel_hp	1
242	cheat_inf_hp	1
243	cheat_freeze_timer	1
244	cheat_moonjump	1
245	cheat_moonjump_speed	1
246	cheat_no_knockback	1
247	cheat_magic_cycle	1
248	pins	1
249	ws_action	1
250	ws_sim	1
251	ws_bgrefresh	1
252	ws_skypalace_bg	1
253	ws_sprites	1
254	ws_margin_objects	1
255	ws_margin_activation	1
256	ws_bg2_padding	1
257	ws_sim_sprites	1
